rfc,title,year,tags,full_paths
RFC388,NCP statistics,1972,ncp,transport / ncp
RFC389,UCLA Campus Computing Network Liaison Staff for ARPA Network,1972,arpanet,link-layer / arpanet
RFC390,TSO Scenario,1972,arpanet,link-layer / arpanet
RFC391,Traffic statistics (August 1972),1972,arpanet,link-layer / arpanet
RFC392,Measurement of host costs for transmitting network data,1972,performance-measurement,network-operations / performance-measurement
RFC393,Comments on Telnet Protocol Changes,1972,telnet,applications-and-data-formats / telnet
RFC394,Two Proposed Changes to the IMP-Host Protocol,1972,arpanet,link-layer / arpanet
RFC395,Switch Settings on IMPs and TIPs,1972,arpanet,link-layer / arpanet
RFC396,Network Graphics Working Group Meeting - Second Iteration,1972,network-graphics,applications-and-data-formats / network-graphics
RFC398,UCSB Online Graphics,1972,network-graphics,applications-and-data-formats / network-graphics
RFC399,SMFS Login and Logout,1972,arpanet,link-layer / arpanet
RFC400,Traffic Statistics (September 1972),1972,arpanet,link-layer / arpanet
RFC401,Conversion of NGP-0 Coordinates to Device Specific Coordinates,1972,arpanet,link-layer / arpanet
RFC402,ARPA Network Mailing Lists,1972,mailing-lists;arpanet,link-layer / arpanet | messaging / email / mailing-lists
RFC403,Desirability of a Network 1108 Service,1973,arpanet,link-layer / arpanet
RFC404,Host Address Changes Involving Rand and ISI,1972,arpanet,link-layer / arpanet
RFC405,Correction to RFC 404,1972,arpanet,link-layer / arpanet
RFC406,Scheduled IMP Software Releases,1972,arpanet,link-layer / arpanet
RFC407,Remote Job Entry Protocol,1972,rje,applications-and-data-formats / rje
RFC408,NETBANK,1972,arpanet,link-layer / arpanet
RFC409,Tenex interface to UCSB's Simple-Minded File System,1972,arpanet,link-layer / arpanet
RFC410,Removal of the 30-Second Delay When Hosts Come Up,1972,arpanet,link-layer / arpanet
RFC411,New MULTICS Network Software Features,1972,arpanet,link-layer / arpanet
RFC412,User FTP Documentation,1972,ftp,applications-and-data-formats / ftp
RFC413,Traffic statistics (October 1972),1972,arpanet,link-layer / arpanet
RFC414,File Transfer Protocol (FTP) status and further comments,1972,ftp,applications-and-data-formats / ftp
RFC415,Tenex bandwidth,1972,arpanet,link-layer / arpanet
RFC416,ARC System Will Be Unavailable for Use During Thanksgiving Week,1972,arpanet,link-layer / arpanet
RFC417,Link usage violation,1972,arpanet,link-layer / arpanet
RFC418,Server File Transfer Under TSS/360 At NASA-Ames Research Center,1972,arpanet,link-layer / arpanet
RFC419,To: Network liaisons and station agents,1972,arpanet,link-layer / arpanet
RFC420,CCA ICCC weather demo,1973,arpanet,link-layer / arpanet
RFC421,Software Consulting Service for Network Users,1972,arpanet,link-layer / arpanet
RFC422,Traffic statistics (November 1972),1972,arpanet,link-layer / arpanet
RFC423,UCLA Campus Computing Network Liaison Staff for ARPANET,1972,arpanet,link-layer / arpanet
RFC425,"""But my NCP costs $500 a day""",1972,ncp,transport / ncp
RFC426,Reconnection Protocol,1973,arpanet,link-layer / arpanet
RFC429,Character Generator Process,1972,small-services,applications-and-data-formats / small-services
RFC430,Comments on File Transfer Protocol,1973,ftp,applications-and-data-formats / ftp
RFC431,Update on SMFS Login and Logout,1972,arpanet,link-layer / arpanet
RFC432,Network logical map,1972,arpanet,link-layer / arpanet
RFC433,Socket number list,1972,arpanet,link-layer / arpanet
RFC434,IMP/TIP memory retrofit schedule,1973,arpanet,link-layer / arpanet
RFC435,Telnet issues,1973,telnet,applications-and-data-formats / telnet
RFC436,Announcement of RJS at UCSB,1973,arpanet,link-layer / arpanet
RFC437,Data Reconfiguration Service at UCSB,1973,arpanet,link-layer / arpanet
RFC438,FTP server-server interaction,1973,ftp,applications-and-data-formats / ftp
RFC439,PARRY encounters the DOCTOR,1973,arpanet,link-layer / arpanet
RFC440,Scheduled network software maintenance,1973,arpanet,link-layer / arpanet
RFC441,Inter-Entity Communication - an experiment,1973,arpanet,link-layer / arpanet
RFC442,Current flow-control scheme for IMPSYS,1973,arpanet,link-layer / arpanet
RFC443,Traffic statistics (December 1972),1973,arpanet,link-layer / arpanet
RFC445,IMP/TIP preventive maintenance schedule,1973,arpanet,link-layer / arpanet
RFC446,Proposal to consider a network program resource notebook,1973,arpanet,link-layer / arpanet
RFC447,IMP/TIP memory retrofit schedule,1973,arpanet,link-layer / arpanet
RFC448,Print files in FTP,1973,ftp,applications-and-data-formats / ftp
RFC449,Current flow-control scheme for IMPSYS,1973,arpanet,link-layer / arpanet
RFC450,MULTICS sampling timeout change,1973,arpanet,link-layer / arpanet
RFC451,Tentative proposal for a Unified User Level Protocol,1973,arpanet,link-layer / arpanet
RFC452,TELNET Command at Host LL,1973,telnet,applications-and-data-formats / telnet
RFC453,Meeting announcement to discuss a network mail system,1973,email,messaging / email
RFC454,File Transfer Protocol - meeting announcement and a new proposed document,1973,ftp,applications-and-data-formats / ftp
RFC455,Traffic statistics (January 1973),1973,arpanet,link-layer / arpanet
RFC456,Memorandum: Date change of mail meeting,1973,email,messaging / email
RFC457,TIPUG,1973,arpanet,link-layer / arpanet
RFC458,Mail retrieval via FTP,1973,ftp,applications-and-data-formats / ftp
RFC459,Network questionnaires,1973,arpanet,link-layer / arpanet
RFC460,NCP survey,1973,ncp,transport / ncp
RFC461,Telnet Protocol meeting announcement,1973,telnet,applications-and-data-formats / telnet
RFC462,Responding to user needs,1973,arpanet,link-layer / arpanet
RFC463,FTP comments and response to RFC 430,1973,ftp,applications-and-data-formats / ftp
RFC464,Resource notebook framework,1973,arpanet,link-layer / arpanet
RFC466,Telnet logger/server for host LL-67,1973,telnet,applications-and-data-formats / telnet
RFC467,Proposed change to Host-Host Protocol: Resynchronization of connection status,1973,ncp,transport / ncp
RFC468,FTP data compression,1973,ftp;compression,applications-and-data-formats / compression | applications-and-data-formats / ftp
RFC469,Network mail meeting summary,1973,email,messaging / email
RFC470,Change in socket for TIP news facility,1973,arpanet,link-layer / arpanet
RFC471,Workshop on multi-site executive programs,1973,workshop-reports,governance-and-process / workshop-reports
RFC472,Illinois' reply to Maxwell's request for graphics information (NIC 14925),1973,network-graphics,applications-and-data-formats / network-graphics
RFC473,MIX and MIXAL?,1973,arpanet,link-layer / arpanet
RFC474,Announcement of NGWG meeting: Call for papers,1973,arpanet,link-layer / arpanet
RFC475,FTP and Network Mail System,1973,email;ftp,applications-and-data-formats / ftp | messaging / email
RFC476,IMP/TIP memory retrofit schedule (rev 2),1973,arpanet,link-layer / arpanet
RFC477,Remote Job Service at UCSB,1973,arpanet,link-layer / arpanet
RFC478,FTP server-server interaction - II,1973,ftp,applications-and-data-formats / ftp
RFC479,Use of FTP by the NIC Journal,1973,ftp,applications-and-data-formats / ftp
RFC480,Host-dependent FTP parameters,1973,ftp,applications-and-data-formats / ftp
RFC482,Traffic statistics (February 1973),1973,arpanet,link-layer / arpanet
RFC483,Cancellation of the resource notebook framework meeting,1973,arpanet,link-layer / arpanet
RFC485,MIX and MIXAL at UCSB,1973,arpanet,link-layer / arpanet
RFC486,Data transfer revisited,1973,ftp;rje,applications-and-data-formats / ftp | applications-and-data-formats / rje
RFC487,Free file transfer,1973,ftp,applications-and-data-formats / ftp
RFC488,NLS classes at network sites,1973,arpanet,link-layer / arpanet
RFC489,Comment on resynchronization of connection status proposal,1973,arpanet,link-layer / arpanet
RFC490,Surrogate RJS for UCLA-CCN,1973,icn,internet-layer / icn
RFC491,"What is ""Free""?",1973,arpanet,link-layer / arpanet
RFC492,Response to RFC 467,1973,arpanet,link-layer / arpanet
RFC493,GRAPHICS PROTOCOL,1973,network-graphics,applications-and-data-formats / network-graphics
RFC494,Availability of MIX and MIXAL in the Network,1973,arpanet,link-layer / arpanet
RFC495,Telnet Protocol specifications,1973,telnet,applications-and-data-formats / telnet
RFC496,TNLS quick reference card is available,1973,arpanet,link-layer / arpanet
RFC497,Traffic Statistics (March 1973),1973,arpanet,link-layer / arpanet
RFC498,On mail service to CCN,1973,email;icn,internet-layer / icn | messaging / email
RFC499,Harvard's network RJE,1973,rje,applications-and-data-formats / rje
RFC500,Integration of data management systems on a computer network,1973,arpanet,link-layer / arpanet
RFC501,"Un-muddling ""free file transfer""",1973,ftp,applications-and-data-formats / ftp
RFC503,Socket number list,1973,arpanet,link-layer / arpanet
RFC504,Distributed resources workshop announcement,1973,workshop-reports,governance-and-process / workshop-reports
RFC505,Two solutions to a file transfer access problem,1973,ftp,applications-and-data-formats / ftp
RFC506,FTP command naming problem,1973,ftp,applications-and-data-formats / ftp
RFC508,Real-time data transmission on the ARPANET,1973,arpanet,link-layer / arpanet
RFC509,Traffic statistics (April 1973),1973,arpanet,link-layer / arpanet
RFC510,Request for network mailbox addresses,1973,arpanet,link-layer / arpanet
RFC511,Enterprise phone service to NIC from ARPANET sites,1973,arpanet,link-layer / arpanet
RFC512,More on lost message detection,1973,arpanet,link-layer / arpanet
RFC513,Comments on the new Telnet specifications,1973,telnet,applications-and-data-formats / telnet
RFC514,Network make-work,1973,arpanet,link-layer / arpanet
RFC515,"Specifications for Datalanguage, Version 0/9",1973,arpanet,link-layer / arpanet
RFC516,Lost message detection,1973,arpanet,link-layer / arpanet
RFC518,ARPANET accounts,1973,arpanet,link-layer / arpanet
RFC519,Resource Evaluation,1973,arpanet,link-layer / arpanet
RFC520,Memo to FTP group: Proposal for File Access Protocol,1973,ftp;nfs,applications-and-data-formats / ftp | applications-and-data-formats / storage / nfs
RFC521,Restricted use of IMP DDT,1973,arpanet,link-layer / arpanet
RFC522,Traffic Statistics (May 1973),1973,arpanet,link-layer / arpanet
RFC523,SURVEY is in operation again,1973,arpanet,link-layer / arpanet
RFC524,Proposed Mail Protocol,1973,arpanet,link-layer / arpanet
RFC525,MIT-MATHLAB meets UCSB-OLS -an example of resource sharing,1973,arpanet,link-layer / arpanet
RFC526,Technical meeting: Digital image processing software systems,1973,arpanet,link-layer / arpanet
RFC527,ARPAWOCKY,1973,arpanet,link-layer / arpanet
RFC528,Software checksumming in the IMP and network reliability,1973,arpanet;checksum,link-layer / arpanet | transport / checksum
RFC529,Note on protocol synch sequences,1973,arpanet,link-layer / arpanet
RFC530,Report on the Survey Project,1973,arpanet,link-layer / arpanet
RFC531,Feast or famine? A response to two recent RFC's about network information,1973,arpanet,link-layer / arpanet
RFC532,UCSD-CC Server-FTP facility,1973,ftp,applications-and-data-formats / ftp
RFC533,Message-ID numbers,1973,arpanet,link-layer / arpanet
RFC534,Lost message detection,1973,arpanet,link-layer / arpanet
RFC535,Comments on File Access Protocol,1973,nfs,applications-and-data-formats / storage / nfs
RFC537,Announcement of NGG meeting July 16-17,1973,arpanet,link-layer / arpanet
RFC538,Traffic statistics (June 1973),1973,arpanet,link-layer / arpanet
RFC539,Thoughts on the mail protocol proposed in RFC 524,1973,arpanet,link-layer / arpanet
RFC542,File Transfer Protocol,1973,ftp,applications-and-data-formats / ftp
RFC543,Network journal submission and delivery,1973,arpanet,link-layer / arpanet
RFC544,Locating on-line documentation at SRI-ARC,1973,arpanet,link-layer / arpanet
RFC545,Of what quality be the UCSB resources evaluators?,1973,arpanet,link-layer / arpanet
RFC546,Tenex load averages for July 1973,1973,arpanet,link-layer / arpanet
RFC547,Change to the Very Distant Host specification,1973,arpanet,link-layer / arpanet
RFC548,Hosts using the IMP Going Down message,1973,arpanet,link-layer / arpanet
RFC549,"Minutes of Network Graphics Group meeting, 15-17 July 1973",1973,network-graphics,applications-and-data-formats / network-graphics
RFC550,NIC NCP experiment,1973,ncp,transport / ncp
RFC551,"NYU, ANL, and LBL Joining the Net",1973,arpanet,link-layer / arpanet
RFC552,Single access to standard protocols,1973,arpanet,link-layer / arpanet
RFC553,Draft design for a text/graphics protocol,1973,network-graphics,applications-and-data-formats / network-graphics
RFC555,Responses to critiques of the proposed mail protocol,1973,arpanet,link-layer / arpanet
RFC556,Traffic Statistics (July 1973),1973,arpanet,link-layer / arpanet
RFC557,REVELATIONS IN NETWORK HOST MEASUREMENTS,1973,arpanet,link-layer / arpanet
RFC559,Comments on The New Telnet Protocol and its Implementation,1973,telnet,applications-and-data-formats / telnet
RFC560,Remote Controlled Transmission and Echoing Telnet option,1973,telnet,applications-and-data-formats / telnet
RFC561,Standardizing Network Mail Headers,1973,message-format,messaging / email / message-format
RFC562,Modifications to the TELNET Specification,1973,telnet,applications-and-data-formats / telnet
RFC563,Comments on the RCTE Telnet option,1973,telnet,applications-and-data-formats / telnet
RFC565,Storing network survey data at the datacomputer,1973,arpanet,link-layer / arpanet
RFC566,Traffic statistics (August 1973),1973,arpanet,link-layer / arpanet
RFC567,Cross Country Network Bandwidth,1973,arpanet,link-layer / arpanet
RFC568,Response to RFC 567 - cross country network bandwidth,1973,arpanet,link-layer / arpanet
RFC569,NETED: A Common Editor for the ARPA Network,1973,arpanet,link-layer / arpanet
RFC570,Experimental input mapping between NVT ASCII and UCSB On Line System,1973,character-sets,applications-and-data-formats / internationalization / character-sets
RFC571,TENEX FTP PROBLEM,1973,ftp,applications-and-data-formats / ftp
RFC573,DATA AND FILE TRANSFER - SOME MEASUREMENT RESULTS,1973,performance-measurement,network-operations / performance-measurement
RFC574,Announcement of a Mail Facility at UCSB,1973,arpanet,link-layer / arpanet
RFC576,Proposal for modifying linking,1973,arpanet,link-layer / arpanet
RFC577,Mail priority,1973,arpanet,link-layer / arpanet
