rfc,title,year,tags,full_paths
RFC5851,Framework and Requirements for an Access Node Control Mechanism in Broadband Multi-Service Networks,2010,dsl;multicast,link-layer / dsl | routing / multicast
RFC5852,RSVP-TE Signaling Extension for LSP Handover from the Management Plane to the Control Plane in a GMPLS-Enabled Transport Network,2010,gmpls;rsvp-te;rsvp,routing / mpls / gmpls | routing / traffic-engineering / rsvp-te | transport / qos / rsvp
RFC5853,Requirements from Session Initiation Protocol (SIP) Session Border Control (SBC) Deployments,2010,sip,real-time-communications / sip
RFC5854,The Metalink Download Description Format,2010,http;ftp;xml,applications-and-data-formats / ftp | applications-and-data-formats / xml | web / http
RFC5855,Nameservers for IPv4 and IPv6 Reverse Zones,2010,dns;ipv6;ipv4,internet-layer / ipv4 | internet-layer / ipv6 | naming-and-discovery / dns
RFC5856,Integration of Robust Header Compression over IPsec Security Associations,2010,rohc;header-compression;ipsec,security / ipsec | transport / header-compression | transport / header-compression / rohc
RFC5857,IKEv2 Extensions to Support Robust Header Compression over IPsec,2010,rohc;header-compression;ike;ipsec,security / ipsec | security / ipsec / ike | transport / header-compression | transport / header-compression / rohc
RFC5858,IPsec Extensions to Support Robust Header Compression over IPsec,2010,rohc;header-compression;ipsec,security / ipsec | transport / header-compression | transport / header-compression / rohc
RFC5859,TFTP Server Address Option for DHCPv4,2010,tftp,applications-and-data-formats / tftp
RFC5860,"Requirements for Operations, Administration, and Maintenance (OAM) in MPLS Transport Networks",2010,mpls;mpls-tp;oam,network-operations / oam | routing / mpls | routing / mpls / mpls-tp
RFC5861,HTTP Cache-Control Extensions for Stale Content,2010,http,web / http
RFC5862,Path Computation Clients (PCC) - Path Computation Element (PCE) Requirements for Point-to-Multipoint MPLS-TE,2010,pce;gmpls;mpls,routing / mpls | routing / mpls / gmpls | routing / traffic-engineering / pce
RFC5863,"DomainKeys Identified Mail (DKIM) Development, Deployment, and Operations",2010,dkim,messaging / email / email-authentication / dkim
RFC5864,DNS SRV Resource Records for AFS,2010,dns,naming-and-discovery / dns
RFC5865,A Differentiated Services Code Point (DSCP) for Capacity-Admitted Traffic,2010,diffserv,transport / qos / diffserv
RFC5866,Diameter Quality-of-Service Application,2010,diameter;sip;qos;aaa,real-time-communications / sip | security / aaa | security / aaa / diameter | transport / qos
RFC5867,Building Automation Routing Requirements in Low-Power and Lossy Networks,2010,rpl,iot-and-constrained-networks / rpl
RFC5868,Problem Statement on the Cross-Realm Operation of Kerberos,2010,kerberos,security / kerberos
RFC5869,HMAC-based Extract-and-Expand Key Derivation Function (HKDF),2010,hmac;key-management,security / cryptography / hmac | security / cryptography / key-management
RFC5870,A Uniform Resource Identifier for Geographic Locations ('geo' URI),2010,geolocation;privacy;uri,applications-and-data-formats / geolocation | security / privacy | web / uri
RFC5871,IANA Allocation Guidelines for the IPv6 Routing Header,2010,ipv6;iana,governance-and-process / iana | internet-layer / ipv6
RFC5872,IANA Rules for the Protocol for Carrying Authentication for Network Access (PANA),2010,pana;iana,governance-and-process / iana | security / pana
RFC5873,Pre-Authentication Support for the Protocol for Carrying Authentication for Network Access (PANA),2010,pana,security / pana
RFC5874,An Extensible Markup Language (XML) Document Format for Indicating a Change in XML Configuration Access Protocol (XCAP) Resources,2010,instant-messaging;sip;xml,applications-and-data-formats / xml | messaging / instant-messaging | real-time-communications / sip
RFC5875,An Extensible Markup Language (XML) Configuration Access Protocol (XCAP) Diff Event Package,2010,sip;xml,applications-and-data-formats / xml | real-time-communications / sip
RFC5876,Updates to Asserted Identity in the Session Initiation Protocol (SIP),2010,sip,real-time-communications / sip
RFC5877,The application/pkix-attr-cert Media Type for Attribute Certificates,2010,x509;pki;media-types,messaging / mime / media-types | security / pki | security / pki / x509
RFC5878,Transport Layer Security (TLS) Authorization Extensions,2010,tls,security / tls
RFC5879,Heuristics for Detecting ESP-NULL Packets,2010,ipsec;esp,security / ipsec | security / ipsec / esp
RFC5880,Bidirectional Forwarding Detection (BFD),2010,bfd,routing / bfd
RFC5881,Bidirectional Forwarding Detection (BFD) for IPv4 and IPv6 (Single Hop),2010,bfd;ipv6;ipv4,internet-layer / ipv4 | internet-layer / ipv6 | routing / bfd
RFC5882,Generic Application of Bidirectional Forwarding Detection (BFD),2010,bfd,routing / bfd
RFC5883,Bidirectional Forwarding Detection (BFD) for Multihop Paths,2010,bfd,routing / bfd
RFC5884,Bidirectional Forwarding Detection (BFD) for MPLS Label Switched Paths (LSPs),2010,bfd;mpls;oam,network-operations / oam | routing / bfd | routing / mpls
RFC5885,Bidirectional Forwarding Detection (BFD) for the Pseudowire Virtual Circuit Connectivity Verification (VCCV),2010,pseudowire;bfd;oam,network-operations / oam | routing / bfd | routing / mpls / pseudowire
RFC5886,A Set of Monitoring Tools for Path Computation Element (PCE)-Based Architecture,2010,pce,routing / traffic-engineering / pce
RFC5887,Renumbering Still Needs Work,2010,renumbering,internet-layer / addressing / renumbering
RFC5888,The Session Description Protocol (SDP) Grouping Framework,2010,sdp;sip,real-time-communications / sdp | real-time-communications / sip
RFC5889,IP Addressing Model in Ad Hoc Networks,2010,manet,routing / manet
RFC5890,Internationalized Domain Names for Applications (IDNA): Definitions and Document Framework,2010,idn;dns;internationalization;character-sets,applications-and-data-formats / internationalization | applications-and-data-formats / internationalization / character-sets | naming-and-discovery / dns | naming-and-discovery / idn
RFC5891,Internationalized Domain Names in Applications (IDNA): Protocol,2010,idn;dns;internationalization;character-sets,applications-and-data-formats / internationalization | applications-and-data-formats / internationalization / character-sets | naming-and-discovery / dns | naming-and-discovery / idn
RFC5892,The Unicode Code Points and Internationalized Domain Names for Applications (IDNA),2010,idn;dns;unicode;internationalization,applications-and-data-formats / internationalization | applications-and-data-formats / internationalization / unicode | naming-and-discovery / dns | naming-and-discovery / idn
RFC5893,Right-to-Left Scripts for Internationalized Domain Names for Applications (IDNA),2010,idn;dns;internationalization;character-sets,applications-and-data-formats / internationalization | applications-and-data-formats / internationalization / character-sets | naming-and-discovery / dns | naming-and-discovery / idn
RFC5894,"Internationalized Domain Names for Applications (IDNA): Background, Explanation, and Rationale",2010,idn;dns;internationalization;character-sets,applications-and-data-formats / internationalization | applications-and-data-formats / internationalization / character-sets | naming-and-discovery / dns | naming-and-discovery / idn
RFC5895,Mapping Characters for Internationalized Domain Names in Applications (IDNA) 2008,2010,dns;idn;unicode;internationalization,applications-and-data-formats / internationalization | applications-and-data-formats / internationalization / unicode | naming-and-discovery / dns | naming-and-discovery / idn
RFC5896,Generic Security Service Application Program Interface (GSS-API): Delegate if Approved by Policy,2010,gssapi,security / gssapi
RFC5897,Identification of Communications Services in the Session Initiation Protocol (SIP),2010,sip,real-time-communications / sip
RFC5898,Connectivity Preconditions for Session Description Protocol (SDP) Media Streams,2010,sdp;sip,real-time-communications / sdp | real-time-communications / sip
RFC5901,Extensions to the IODEF-Document Class for Reporting Phishing,2010,iodef,security / incident-response / iodef
RFC5902,IAB Thoughts on IPv6 Network Address Translation,2010,ipv6;multihoming;nat;privacy,internet-layer / addressing / multihoming | internet-layer / ipv6 | internet-layer / nat | security / privacy
RFC5903,Elliptic Curve Groups modulo a Prime (ECP Groups) for IKE and IKEv2,2010,ike;elliptic-curve,security / cryptography / elliptic-curve | security / ipsec / ike
RFC5904,RADIUS Attributes for IEEE 802.16 Privacy Key Management Version 1 (PKMv1) Protocol Support,2010,ethernet;wimax;radius;key-management;privacy;aaa,link-layer / ethernet | link-layer / wimax | security / aaa | security / aaa / radius | security / cryptography / key-management | security / privacy
RFC5905,Network Time Protocol Version 4: Protocol and Algorithms Specification,2010,ntp,network-operations / time-synchronization / ntp
RFC5906,Network Time Protocol Version 4: Autokey Specification,2010,ntp;cryptography,network-operations / time-synchronization / ntp | security / cryptography
RFC5907,Definitions of Managed Objects for Network Time Protocol Version 4 (NTPv4),2010,ntp;mib,network-operations / snmp / mib | network-operations / time-synchronization / ntp
RFC5908,Network Time Protocol (NTP) Server Option for DHCPv6,2010,ntp;ipv6;dhcpv6;dhcp,internet-layer / dhcp | internet-layer / dhcp / dhcpv6 | internet-layer / ipv6 | network-operations / time-synchronization / ntp
RFC5909,Securing Neighbor Discovery Proxy: Problem Statement,2010,send;neighbor-discovery,internet-layer / ipv6 / neighbor-discovery | internet-layer / ipv6 / neighbor-discovery / send
RFC5910,Domain Name System (DNS) Security Extensions Mapping for the Extensible Provisioning Protocol (EPP),2010,dnssec;dns;epp;xml;internet-governance,applications-and-data-formats / xml | governance-and-process / internet-governance | naming-and-discovery / dns | naming-and-discovery / dns / dnssec | naming-and-discovery / domain-registration / epp
RFC5911,New ASN.1 Modules for Cryptographic Message Syntax (CMS) and S/MIME,2010,s-mime;cms;mime;x509;asn1,applications-and-data-formats / asn1 | messaging / mime | security / cms | security / cms / s-mime | security / pki / x509
RFC5912,New ASN.1 Modules for the Public Key Infrastructure Using X.509 (PKIX),2010,x509;pki;s-mime;mime;asn1,applications-and-data-formats / asn1 | messaging / mime | security / cms / s-mime | security / pki | security / pki / x509
RFC5913,Clearance Attribute and Authority Clearance Constraints Certificate Extension,2010,x509;pki,security / pki | security / pki / x509
RFC5914,Trust Anchor Format,2010,x509;pki,security / pki | security / pki / x509
RFC5915,Elliptic Curve Private Key Structure,2010,elliptic-curve,security / cryptography / elliptic-curve
RFC5916,Device Owner Attribute,2010,x509;ietf-process,governance-and-process / ietf-process | security / pki / x509
RFC5917,Clearance Sponsor Attribute,2010,x509;ietf-process,governance-and-process / ietf-process | security / pki / x509
RFC5918,Label Distribution Protocol (LDP) 'Typed Wildcard' Forward Equivalence Class (FEC),2010,mpls;ldp,routing / mpls | routing / mpls / ldp
RFC5919,Signaling LDP Label Advertisement Completion,2010,mpls;ldp,routing / mpls | routing / mpls / ldp
RFC5920,Security Framework for MPLS and GMPLS Networks,2010,mpls;gmpls,routing / mpls | routing / mpls / gmpls
RFC5921,A Framework for MPLS in Transport Networks,2010,mpls;mpls-tp;oam;internet-governance,governance-and-process / internet-governance | network-operations / oam | routing / mpls | routing / mpls / mpls-tp
RFC5922,Domain Certificates in the Session Initiation Protocol (SIP),2010,sip;tls;x509,real-time-communications / sip | security / pki / x509 | security / tls
RFC5923,Connection Reuse in the Session Initiation Protocol (SIP),2010,sip;tcp;sctp;tls,real-time-communications / sip | security / tls | transport / sctp | transport / tcp
RFC5924,Extended Key Usage (EKU) for Session Initiation Protocol (SIP) X.509 Certificates,2010,sip;x509,real-time-communications / sip | security / pki / x509
RFC5925,The TCP Authentication Option,2010,tcp,transport / tcp
RFC5926,Cryptographic Algorithms for the TCP Authentication Option (TCP-AO),2010,tcp;cryptography,security / cryptography | transport / tcp
RFC5927,ICMP Attacks against TCP,2010,tcp;icmp;congestion-control,internet-layer / icmp | transport / congestion-control | transport / tcp
RFC5928,Traversal Using Relays around NAT (TURN) Resolution Mechanism,2010,turn,real-time-communications / nat-traversal / turn
RFC5929,Channel Bindings for TLS,2010,tls;telnet;gssapi,applications-and-data-formats / telnet | security / gssapi | security / tls
RFC5930,Using Advanced Encryption Standard Counter Mode (AES-CTR) with the Internet Key Exchange version 02 (IKEv2) Protocol,2010,ipsec;ike;aes,security / cryptography / aes | security / ipsec | security / ipsec / ike
RFC5931,Extensible Authentication Protocol (EAP) Authentication Using Only a Password,2010,eap;pake,security / cryptography / pake | security / eap
RFC5932,Camellia Cipher Suites for TLS,2010,tls;sha,security / cryptography / sha | security / tls
RFC5933,Use of GOST Signature Algorithms in DNSKEY and RRSIG Resource Records for DNSSEC,2010,dns;dnssec,naming-and-discovery / dns | naming-and-discovery / dns / dnssec
RFC5934,Trust Anchor Management Protocol (TAMP),2010,x509;pki,security / pki | security / pki / x509
RFC5935,Expressing SNMP SMI Datatypes in XML Schema Definition Language,2010,mib;snmp;xml,applications-and-data-formats / xml | network-operations / snmp | network-operations / snmp / mib
RFC5936,DNS Zone Transfer Protocol (AXFR),2010,dns,naming-and-discovery / dns
RFC5937,Using Trust Anchor Constraints during Certification Path Processing,2010,x509;ietf-process,governance-and-process / ietf-process | security / pki / x509
RFC5938,Individual Session Control Feature for the Two-Way Active Measurement Protocol (TWAMP),2010,performance-measurement;twamp,network-operations / performance-measurement | network-operations / performance-measurement / twamp
RFC5939,Session Description Protocol (SDP) Capability Negotiation,2010,sdp,real-time-communications / sdp
RFC5940,Additional Cryptographic Message Syntax (CMS) Revocation Information Choices,2010,ocsp;cms,security / cms | security / pki / ocsp
RFC5941,Sharing Transaction Fraud Data,2010,iodef,security / incident-response / iodef
RFC5942,IPv6 Subnet Model: The Relationship between Links and Subnet Prefixes,2010,ipv6;addressing,internet-layer / addressing | internet-layer / ipv6
RFC5943,A Dedicated Routing Policy Specification Language Interface Identifier for Operational Testing,2010,rpsl,routing / rpsl
RFC5944,"IP Mobility Support for IPv4, Revised",2010,mobile-ipv4;ipv4;ip-mobility,internet-layer / ip-mobility | internet-layer / ip-mobility / mobile-ipv4 | internet-layer / ipv4
RFC5945,Resource Reservation Protocol (RSVP) Proxy Approaches,2010,rsvp,transport / qos / rsvp
RFC5946,Resource Reservation Protocol (RSVP) Extensions for Path-Triggered RSVP Receiver Proxy,2010,rsvp,transport / qos / rsvp
RFC5947,Requirements for Multiple Address of Record (AOR) Reachability Information in the Session Initiation Protocol (SIP),2010,sip,real-time-communications / sip
RFC5948,Transmission of IPv4 Packets over the IP Convergence Sublayer of IEEE 802.16,2010,wimax;ipv4;ethernet,internet-layer / ipv4 | link-layer / ethernet | link-layer / wimax
RFC5949,Fast Handovers for Proxy Mobile IPv6,2010,mobile-ipv6;ipv6;pmipv6,internet-layer / ip-mobility / mobile-ipv6 | internet-layer / ip-mobility / pmipv6 | internet-layer / ipv6
RFC5950,Network Management Framework for MPLS-based Transport Networks,2010,mpls;mpls-tp,routing / mpls | routing / mpls / mpls-tp
RFC5951,Network Management Requirements for MPLS-based Transport Networks,2010,mpls;mpls-tp,routing / mpls | routing / mpls / mpls-tp
RFC5952,A Recommendation for IPv6 Address Text Representation,2010,ipv6,internet-layer / ipv6
RFC5953,Transport Layer Security (TLS) Transport Model for the Simple Network Management Protocol (SNMP),2010,snmp;dtls;tls;mib,network-operations / snmp | network-operations / snmp / mib | security / tls | security / tls / dtls
RFC5954,Essential Correction for IPv6 ABNF and URI Comparison in RFC 3261,2010,sip;uri;ipv6;abnf,applications-and-data-formats / abnf | internet-layer / ipv6 | real-time-communications / sip | web / uri
RFC5955,The application/timestamped-data Media Type,2010,media-types,messaging / mime / media-types
RFC5956,Forward Error Correction Grouping Semantics in the Session Description Protocol,2010,sdp;fec,real-time-communications / sdp | transport / fec
RFC5957,Display-Based Address Sorting for the IMAP4 SORT Extension,2010,imap,messaging / email / imap
RFC5958,Asymmetric Key Packages,2010,rsa,security / cryptography / rsa
RFC5959,Algorithms for Asymmetric Key Package Content Type,2010,cryptography,security / cryptography
RFC5960,MPLS Transport Profile Data Plane Architecture,2010,mpls;mpls-tp;internet-governance,governance-and-process / internet-governance | routing / mpls | routing / mpls / mpls-tp
RFC5961,Improving TCP's Robustness to Blind In-Window Attacks,2010,tcp;bgp,routing / bgp | transport / tcp
RFC5962,Dynamic Extensions to the Presence Information Data Format Location Object (PIDF-LO),2010,instant-messaging,messaging / instant-messaging
RFC5963,IPv6 Deployment in Internet Exchange Points (IXPs),2010,ipv6,internet-layer / ipv6
RFC5964,Specifying Holes in Location-to-Service Translation (LoST) Service Boundaries,2010,emergency-services;geolocation,applications-and-data-formats / geolocation | real-time-communications / emergency-services
RFC5965,An Extensible Format for Email Feedback Reports,2010,spam;email-authentication,messaging / email / email-authentication | messaging / email / spam
RFC5966,DNS Transport over TCP - Implementation Requirements,2010,dns;tcp,naming-and-discovery / dns | transport / tcp
RFC5967,The application/pkcs10 Media Type,2010,media-types;cryptography,messaging / mime / media-types | security / cryptography
RFC5968,Guidelines for Extending the RTP Control Protocol (RTCP),2010,rtp;rtcp,real-time-communications / rtp | real-time-communications / rtp / rtcp
RFC5969,IPv6 Rapid Deployment on IPv4 Infrastructures (6rd) -- Protocol Specification,2010,ipv6-transition;6to4;6rd;ipv6;ipv4,internet-layer / ipv4 | internet-layer / ipv6 | internet-layer / ipv6 / ipv6-transition | internet-layer / ipv6 / ipv6-transition / 6rd | internet-layer / ipv6 / ipv6-transition / 6to4
RFC5970,DHCPv6 Options for Network Boot,2010,dhcp;ipv6;dhcpv6,internet-layer / dhcp | internet-layer / dhcp / dhcpv6 | internet-layer / ipv6
RFC5971,GIST: General Internet Signalling Transport,2010,nsis,transport / qos / nsis
RFC5972,General Internet Signaling Transport (GIST) State Machine,2010,nsis,transport / qos / nsis
RFC5973,NAT/Firewall NSIS Signaling Layer Protocol (NSLP),2010,nsis;nat;firewall,internet-layer / nat | security / firewall | transport / qos / nsis
RFC5974,NSIS Signaling Layer Protocol (NSLP) for Quality-of-Service Signaling,2010,nsis;qos,transport / qos | transport / qos / nsis
RFC5975,QSPEC Template for the Quality-of-Service NSIS Signaling Layer Protocol (NSLP),2010,nsis;qos,transport / qos | transport / qos / nsis
RFC5976,Y.1541-QOSM: Model for Networks Using Y.1541 Quality-of-Service Classes,2010,nsis;qos,transport / qos | transport / qos / nsis
RFC5977,RMD-QOSM: The NSIS Quality-of-Service Model for Resource Management in Diffserv,2010,nsis;diffserv;qos,transport / qos | transport / qos / diffserv | transport / qos / nsis
RFC5978,Using and Extending the NSIS Protocol Family,2010,nsis;qos;nat;firewall,internet-layer / nat | security / firewall | transport / qos | transport / qos / nsis
RFC5979,NSIS Operation over IP Tunnels,2011,nsis;qos;tunneling,internet-layer / tunneling | transport / qos | transport / qos / nsis
RFC5980,NSIS Protocol Operation in Mobile Environments,2011,nsis,transport / qos / nsis
RFC5981,Authorization for NSIS Signaling Layer Protocols,2011,nsis,transport / qos / nsis
RFC5982,IP Flow Information Export (IPFIX) Mediation: Problem Statement,2010,ipfix,network-operations / ipfix
RFC5983,Mailing Lists and Internationalized Email Addresses,2010,eai;mailing-lists;internationalization,applications-and-data-formats / internationalization | messaging / email / eai | messaging / email / mailing-lists
RFC5984,Increasing Throughput in IP Networks with ESP-Based Forwarding: ESPBasedForwarding,2011,april-1st,humor / april-1st
RFC5985,HTTP-Enabled Location Delivery (HELD),2010,geolocation;privacy;http,applications-and-data-formats / geolocation | security / privacy | web / http
RFC5986,Discovering the Local Location Information Server (LIS),2010,geolocation;privacy;uri,applications-and-data-formats / geolocation | security / privacy | web / uri
RFC5987,Character Set and Language Encoding for Hypertext Transfer Protocol (HTTP) Header Field Parameters,2010,http;character-sets;internationalization,applications-and-data-formats / internationalization | applications-and-data-formats / internationalization / character-sets | web / http
RFC5988,Web Linking,2010,web-linking;http,web / http | web / http / web-linking
RFC5989,A SIP Event Package for Subscribing to Changes to an HTTP Resource,2010,web-linking;http;sip,real-time-communications / sip | web / http | web / http / web-linking
RFC5990,Use of the RSA-KEM Key Transport Algorithm in the Cryptographic Message Syntax (CMS),2010,s-mime;cms;rsa,security / cms | security / cms / s-mime | security / cryptography / rsa
RFC5991,Teredo Security Updates,2010,teredo;ipv6,internet-layer / ipv6 | internet-layer / ipv6 / ipv6-transition / teredo
RFC5992,Internationalized Domain Names Registration and Administration Guidelines for European Languages Using Cyrillic,2010,dns;idn;internationalization;domain-registration;internet-governance,applications-and-data-formats / internationalization | governance-and-process / internet-governance | naming-and-discovery / dns | naming-and-discovery / domain-registration | naming-and-discovery / idn
RFC5993,RTP Payload Format for Global System for Mobile Communications Half Rate (GSM-HR),2010,rtp;rtp-payload-format;codecs,real-time-communications / codecs | real-time-communications / rtp | real-time-communications / rtp / rtp-payload-format
RFC5994,Application of Ethernet Pseudowires to MPLS Transport Networks,2010,pseudowire;mpls-tp;mpls;ethernet,link-layer / ethernet | routing / mpls | routing / mpls / mpls-tp | routing / mpls / pseudowire
RFC5995,Using POST to Add Members to Web Distributed Authoring and Versioning (WebDAV) Collections,2010,webdav;http,web / http | web / http / webdav
RFC5996,Internet Key Exchange Protocol Version 2 (IKEv2),2010,ipsec;ike,security / ipsec | security / ipsec / ike
RFC5997,Use of Status-Server Packets in the Remote Authentication Dial In User Service (RADIUS) Protocol,2010,radius,security / aaa / radius
RFC5998,An Extension for EAP-Only Authentication in IKEv2,2010,ipsec;ike;eap;key-management;aaa;gssapi,security / aaa | security / cryptography / key-management | security / eap | security / gssapi | security / ipsec | security / ipsec / ike
RFC6001,Generalized MPLS (GMPLS) Protocol Extensions for Multi-Layer and Multi-Region Networks (MLN/MRN),2010,gmpls;mpls;internet-architecture,governance-and-process / internet-architecture | routing / mpls | routing / mpls / gmpls
RFC6002,Generalized MPLS (GMPLS) Data Channel Switching Capable (DCSC) and Channel Set Label Extensions,2010,gmpls;mpls,routing / mpls | routing / mpls / gmpls
RFC6003,Ethernet Traffic Parameters,2010,gmpls;ethernet,link-layer / ethernet | routing / mpls / gmpls
RFC6004,Generalized MPLS (GMPLS) Support for Metro Ethernet Forum and G.8011 Ethernet Service Switching,2010,gmpls;mpls;ethernet,link-layer / ethernet | routing / mpls | routing / mpls / gmpls
RFC6005,Generalized MPLS (GMPLS) Support for Metro Ethernet Forum and G.8011 User Network Interface (UNI),2010,gmpls;mpls;ethernet,link-layer / ethernet | routing / mpls | routing / mpls / gmpls
RFC6006,Extensions to the Path Computation Element Communication Protocol (PCEP) for Point-to-Multipoint Traffic Engineering Label Switched Paths,2010,pce;mpls;traffic-engineering,routing / mpls | routing / traffic-engineering | routing / traffic-engineering / pce
RFC6007,Use of the Synchronization VECtor (SVEC) List for Synchronized Dependent Path Computations,2010,pce,routing / traffic-engineering / pce
RFC6008,Authentication-Results Registration for Differentiating among Cryptographic Results,2010,spf;dkim;cryptography,messaging / email / email-authentication / dkim | messaging / email / email-authentication / spf | security / cryptography
RFC6009,Sieve Email Filtering: Delivery Status Notifications and Deliver-By Extensions,2010,sieve;smtp,messaging / email / sieve | messaging / email / smtp
RFC6010,Cryptographic Message Syntax (CMS) Content Constraints Extension,2010,pki;cms,security / cms | security / pki
RFC6011,Session Initiation Protocol (SIP) User Agent Configuration,2010,http;sip;dhcpv6;dhcp,internet-layer / dhcp | internet-layer / dhcp / dhcpv6 | real-time-communications / sip | web / http
RFC6012,Datagram Transport Layer Security (DTLS) Transport Mapping for Syslog,2010,syslog;dtls;tls,network-operations / syslog | security / tls | security / tls / dtls
RFC6013,TCP Cookie Transactions (TCPCT),2011,cookies;tcp,transport / tcp | web / http / cookies
RFC6014,Cryptographic Algorithm Identifier Allocation for DNSSEC,2010,dns;dnssec;cryptography,naming-and-discovery / dns | naming-and-discovery / dns / dnssec | security / cryptography
RFC6015,RTP Payload Format for 1-D Interleaved Parity Forward Error Correction (FEC),2010,fec;rtp-payload-format;rtp;dvb,link-layer / dvb | real-time-communications / rtp | real-time-communications / rtp / rtp-payload-format | transport / fec
RFC6016,Support for the Resource Reservation Protocol (RSVP) in Layer 3 VPNs,2010,l3vpn;vpn;rsvp,routing / vpn | routing / vpn / l3vpn | transport / qos / rsvp
RFC6017,Electronic Data Interchange - Internet Integration (EDIINT) Features Header Field,2010,edi,messaging / edi
RFC6018,IPv4 and IPv6 Greynets,2010,ipv6;ipv4,internet-layer / ipv4 | internet-layer / ipv6
RFC6019,BinaryTime: An Alternate Format for Representing Date and Time in ASN.1,2010,cms;asn1,applications-and-data-formats / asn1 | security / cms
RFC6020,YANG - A Data Modeling Language for the Network Configuration Protocol (NETCONF),2010,yang;netconf;xml,applications-and-data-formats / xml | network-operations / netconf | network-operations / yang
RFC6021,Common YANG Data Types,2010,yang;netconf,network-operations / netconf | network-operations / yang
RFC6022,YANG Module for NETCONF Monitoring,2010,netconf;yang;xml,applications-and-data-formats / xml | network-operations / netconf | network-operations / yang
RFC6023,A Childless Initiation of the Internet Key Exchange Version 2 (IKEv2) Security Association (SA),2010,ike,security / ipsec / ike
RFC6024,Trust Anchor Management Requirements,2010,x509;pki,security / pki | security / pki / x509
RFC6025,ASN.1 Translation,2010,x509;pki;s-mime;mime;asn1,applications-and-data-formats / asn1 | messaging / mime | security / cms / s-mime | security / pki | security / pki / x509
RFC6026,Correct Transaction Handling for 2xx Responses to Session Initiation Protocol (SIP) INVITE Requests,2010,sip,real-time-communications / sip
RFC6027,IPsec Cluster Problem Statement,2010,ipsec;ike,security / ipsec | security / ipsec / ike
RFC6028,Host Identity Protocol (HIP) Multi-Hop Routing Extension,2010,hip,internet-layer / hip
RFC6029,A Survey on Research on the Application-Layer Traffic Optimization (ALTO) Problem,2010,alto;p2p,applications-and-data-formats / alto | applications-and-data-formats / p2p
RFC6030,Portable Symmetric Key Container (PSKC),2010,key-management;aes;des;otp,security / cryptography / aes | security / cryptography / des | security / cryptography / key-management | security / cryptography / otp
RFC6031,Cryptographic Message Syntax (CMS) Symmetric Key Package Content Type,2010,key-management;cms,security / cms | security / cryptography / key-management
RFC6032,Cryptographic Message Syntax (CMS) Encrypted Key Package Content Type,2010,cms,security / cms
RFC6033,Algorithms for Cryptographic Message Syntax (CMS) Encrypted Key Package Content Type,2010,cms,security / cms
RFC6034,Unicast-Prefix-Based IPv4 Multicast Addresses,2010,multicast;ipv4,internet-layer / ipv4 | routing / multicast
RFC6035,Session Initiation Protocol Event Package for Voice Quality Reporting,2010,sip;rtcp;rtp,real-time-communications / rtp | real-time-communications / rtp / rtcp | real-time-communications / sip
RFC6036,Emerging Service Provider Scenarios for IPv6 Deployment,2010,ipv6,internet-layer / ipv6
RFC6037,Cisco Systems' Solution for Multicast in BGP/MPLS IP VPNs,2010,bgp;multicast;mpls;mvpn;l3vpn;vpn,routing / bgp | routing / mpls | routing / multicast | routing / vpn | routing / vpn / l3vpn | routing / vpn / mvpn
RFC6038,Two-Way Active Measurement Protocol (TWAMP) Reflect Octets and Symmetrical Size Features,2010,performance-measurement;twamp,network-operations / performance-measurement | network-operations / performance-measurement / twamp
RFC6039,Issues with Existing Cryptographic Protection Methods for Routing Protocols,2010,operational-security;cryptography,network-operations / operational-security | security / cryptography
RFC6040,Tunnelling of Explicit Congestion Notification,2010,ecn;congestion-control;tunneling;ipsec,internet-layer / tunneling | security / ipsec | transport / congestion-control | transport / congestion-control / ecn
RFC6041,Forwarding and Control Element Separation (ForCES) Applicability Statement,2010,forces,routing / forces
RFC6042,Transport Layer Security (TLS) Authorization Using KeyNote,2010,tls;trust-management,security / cryptography / trust-management | security / tls
RFC6043,MIKEY-TICKET: Ticket-Based Modes of Key Distribution in Multimedia Internet KEYing (MIKEY),2011,srtp;key-management,real-time-communications / rtp / srtp | security / cryptography / key-management
RFC6044,Mapping and Interworking of Diversion Information between Diversion and History-Info Headers in the Session Initiation Protocol (SIP),2010,sip,real-time-communications / sip
RFC6045,Real-time Inter-network Defense (RID),2010,iodef;incident-response,security / incident-response | security / incident-response / iodef
RFC6046,Transport of Real-time Inter-network Defense (RID) Messages,2010,iodef;incident-response,security / incident-response | security / incident-response / iodef
RFC6047,iCalendar Message-Based Interoperability Protocol (iMIP),2010,icalendar;calendaring;email,applications-and-data-formats / calendaring | applications-and-data-formats / calendaring / icalendar | messaging / email
RFC6048,Network News Transfer Protocol (NNTP) Additions to LIST Command,2010,nntp;netnews,messaging / netnews | messaging / netnews / nntp
RFC6049,Spatial Composition of Metrics,2011,performance-measurement,network-operations / performance-measurement
RFC6050,A Session Initiation Protocol (SIP) Extension for the Identification of Services,2010,sip,real-time-communications / sip
RFC6051,Rapid Synchronisation of RTP Flows,2010,rtp;rtcp;ssm;multicast,real-time-communications / rtp | real-time-communications / rtp / rtcp | routing / multicast | routing / multicast / ssm
RFC6052,IPv6 Addressing of IPv4/IPv6 Translators,2010,nat;nat64;ipv6-transition;ipv6;ipv4,internet-layer / ipv4 | internet-layer / ipv6 | internet-layer / ipv6 / ipv6-transition | internet-layer / ipv6 / ipv6-transition / nat64 | internet-layer / nat
